Subject_ID,Trial,Word_List,Recalled_Words,Recall_Count,Intrusions,Intrusion_Count,Clustering_Score
87,3,"Italy, Canada, Germany, White, Orange, Yellow, Penguin, Parrot, Peacock, Berlin, New York, Paris","Paris, Yellow, Penguin, Orange, New York, Parrot, Canada",7,Toronto,1,0.73
87,4,"Italy, Canada, Germany, White, Orange, Yellow, Penguin, Parrot, Peacock, Berlin, New York, Paris","White, Canada, Berlin, New York, Yellow, Germany, Penguin, Peacock",8,Dubai,1,0.96
87,5,"Italy, Canada, Germany, White, Orange, Yellow, Penguin, Parrot, Peacock, Berlin, New York, Paris","White, Orange, Parrot, Berlin, Canada, Italy",6,"Pink, Orange, Sydney",3,0.25
87,6,"Italy, Canada, Germany, White, Orange, Yellow, Penguin, Parrot, Peacock, Berlin, New York, Paris","Penguin, Peacock, Italy, Germany, Orange, Paris, New York, Canada, Parrot",9,,0,0.75
88,1,"France, India, Brazil, Red, Blue, Brown, Eagle, Sparrow, Peacock, Rome, Sydney, Berlin","Peacock, Berlin, India, Brazil, Sparrow, Blue, Rome, Sydney, Red, Brown, Eagle, France",12,Canada,1,0.59
88,2,"France, India, Brazil, Red, Blue, Brown, Eagle, Sparrow, Peacock, Rome, Sydney, Berlin","Eagle, Brown, Peacock, Rome, Red, Berlin, Sydney, India, Sparrow",9,,0,0.83
88,3,"France, India, Brazil, Red, Blue, Brown, Eagle, Sparrow, Peacock, Rome, Sydney, Berlin","India, Red, Brown, Sparrow, France, Berlin, Brazil, Peacock, Blue, Eagle, Rome",11,"Italy, Green",2,0.05
88,4,"France, India, Brazil, Red, Blue, Brown, Eagle, Sparrow, Peacock, Rome, Sydney, Berlin","Brazil, Berlin, Eagle, Sydney, Sparrow, India, France, Red, Brown, Peacock, Blue",11,,0,0.12
88,5,"France, India, Brazil, Red, Blue, Brown, Eagle, Sparrow, Peacock, Rome, Sydney, Berlin","Rome, France, Sydney, Sparrow, Eagle, Berlin, Peacock",7,"London, Purple",2,0.86
88,6,"France, India, Brazil, Red, Blue, Brown, Eagle, Sparrow, Peacock, Rome, Sydney, Berlin","Sparrow, Sydney, France, Brown, Red, India, Eagle, Blue",8,Blue,1,0.49
89,1,"Japan, Mexico, China, Orange, Brown, Black, Owl, Falcon, Eagle, Paris, Rome, Cairo","Eagle, Rome, Brown, Mexico, China, Japan, Black, Owl, Orange",9,Parrot,1,0.67
89,2,"Japan, Mexico, China, Orange, Brown, Black, Owl, Falcon, Eagle, Paris, Rome, Cairo","Mexico, Black, Orange, Owl, Falcon, Eagle, Brown, China, Japan, Paris, Rome, Cairo",12,,0,0.06
89,3,"Japan, Mexico, China, Orange, Brown, Black, Owl, Falcon, Eagle, Paris, Rome, Cairo","Cairo, Eagle, Rome, Brown, Black, Mexico, Falcon, Orange, Japan, Owl, Paris",11,Owl,1,0.43
89,4,"Japan, Mexico, China, Orange, Brown, Black, Owl, Falcon, Eagle, Paris, Rome, Cairo","Orange, Eagle, Owl, Falcon, China, Japan, Black, Brown, Paris, Rome",10,"Japan, London, Berlin",3,0.99
89,5,"Japan, Mexico, China, Orange, Brown, Black, Owl, Falcon, Eagle, Paris, Rome, Cairo","China, Falcon, Orange, Mexico, Black, Brown, Cairo, Eagle, Owl, Rome, Paris",11,China,1,0.91
89,6,"Japan, Mexico, China, Orange, Brown, Black, Owl, Falcon, Eagle, Paris, Rome, Cairo","Owl, Brown, Mexico, Rome, Falcon, Black, Cairo, China, Paris, Eagle",10,"Peacock, Pigeon, Mexico",3,0.37
90,1,"Mexico, Canada, China, Yellow, Black, Purple, Owl, Eagle, Hawk, London, Paris, Dubai","London, Owl, Eagle, Purple, China, Mexico, Black, Yellow, Canada, Dubai",10,Italy,1,0.37
90,2,"Mexico, Canada, China, Yellow, Black, Purple, Owl, Eagle, Hawk, London, Paris, Dubai","Mexico, China, Owl, Black, Purple, Dubai",6,,0,0.75
90,3,"Mexico, Canada, China, Yellow, Black, Purple, Owl, Eagle, Hawk, London, Paris, Dubai","Eagle, Black, Purple, Hawk, Yellow, Mexico, Paris, Canada",8,"Toronto, Hawk, Parrot",3,0.38
90,4,"Mexico, Canada, China, Yellow, Black, Purple, Owl, Eagle, Hawk, London, Paris, Dubai","Canada, Hawk, Yellow, Purple, Eagle, Dubai, Mexico, Owl, Paris, London, China, Black",12,,0,0.4
90,5,"Mexico, Canada, China, Yellow, Black, Purple, Owl, Eagle, Hawk, London, Paris, Dubai","Paris, Yellow, Black, Hawk, London, Mexico, Dubai, Eagle, Owl",9,"New York, Canada, Dubai",3,0.9
90,6,"Mexico, Canada, China, Yellow, Black, Purple, Owl, Eagle, Hawk, London, Paris, Dubai","Mexico, Owl, London, Purple, Yellow, Paris, China, Dubai, Black, Canada, Eagle, Hawk",12,White,1,0.52
91,1,"France, China, Japan, Red, Purple, Blue, Hawk, Peacock, Pigeon, Dubai, Berlin, Tokyo","Japan, Tokyo, Red, China, Hawk, France",6,,0,0.34
91,2,"France, China, Japan, Red, Purple, Blue, Hawk, Peacock, Pigeon, Dubai, Berlin, Tokyo","Purple, China, Pigeon, Japan, Berlin, Tokyo, Dubai",7,Mexico,1,0.92
91,3,"France, China, Japan, Red, Purple, Blue, Hawk, Peacock, Pigeon, Dubai, Berlin, Tokyo","France, China, Blue, Peacock, Tokyo, Purple",6,,0,0.78
91,4,"France, China, Japan, Red, Purple, Blue, Hawk, Peacock, Pigeon, Dubai, Berlin, Tokyo","Purple, Pigeon, Peacock, Red, China, Tokyo, Hawk",7,"Brown, Paris",2,0.17
91,5,"France, China, Japan, Red, Purple, Blue, Hawk, Peacock, Pigeon, Dubai, Berlin, Tokyo","Berlin, Tokyo, Hawk, Red, Purple, Japan, Blue, Dubai, France, Pigeon, China",11,"London, Brazil",2,0.7
91,6,"France, China, Japan, Red, Purple, Blue, Hawk, Peacock, Pigeon, Dubai, Berlin, Tokyo","Peacock, Purple, Hawk, Tokyo, France, China, Japan",7,"Tokyo, Red, Cairo",3,0.78
92,1,"Italy, Germany, France, Black, Yellow, White, Pigeon, Eagle, Falcon, Cairo, Tokyo, Sydney","Pigeon, Falcon, Germany, Tokyo, France, Cairo, Sydney, Black, Yellow, Italy, Eagle, White",12,Dubai,1,0.24
92,2,"Italy, Germany, France, Black, Yellow, White, Pigeon, Eagle, Falcon, Cairo, Tokyo, Sydney","Italy, Germany, White, Pigeon, Tokyo, Cairo, Falcon, Sydney, Black, Yellow",10,"Spain, Penguin",2,0.37
92,3,"Italy, Germany, France, Black, Yellow, White, Pigeon, Eagle, Falcon, Cairo, Tokyo, Sydney","Pigeon, White, Tokyo, Italy, Black, Falcon, Cairo, Eagle, Yellow, France",10,Berlin,1,0.39
92,4,"Italy, Germany, France, Black, Yellow, White, Pigeon, Eagle, Falcon, Cairo, Tokyo, Sydney","Falcon, Cairo, France, Sydney, Tokyo, Yellow, White, Italy, Pigeon, Eagle",10,Brown,1,0.76
92,5,"Italy, Germany, France, Black, Yellow, White, Pigeon, Eagle, Falcon, Cairo, Tokyo, Sydney","Pigeon, Sydney, Germany, Cairo, White, Black, Falcon, Eagle, Yellow, Italy, France, Tokyo",12,Green,1,0.57
92,6,"Italy, Germany, France, Black, Yellow, White, Pigeon, Eagle, Falcon, Cairo, Tokyo, Sydney","Black, Cairo, Germany, Yellow, Pigeon, Sydney, White, France, Tokyo, Eagle",10,,0,0.06
93,1,"Germany, India, Brazil, Purple, Green, White, Parrot, Eagle, Robin, London, Berlin, Toronto","Purple, Eagle, White, Germany, Brazil, Green, Parrot, London, Berlin, India",10,"Purple, London",2,0.07
93,2,"Germany, India, Brazil, Purple, Green, White, Parrot, Eagle, Robin, London, Berlin, Toronto","White, India, Purple, Eagle, London, Brazil, Toronto, Robin, Green, Berlin",10,"Dubai, Orange, Spain",3,0.38
93,3,"Germany, India, Brazil, Purple, Green, White, Parrot, Eagle, Robin, London, Berlin, Toronto","Parrot, India, Eagle, Berlin, Purple, London",6,,0,0.71
93,4,"Germany, India, Brazil, Purple, Green, White, Parrot, Eagle, Robin, London, Berlin, Toronto","London, Green, Berlin, Robin, India, White, Purple, Brazil, Germany, Eagle",10,Orange,1,0.8
93,5,"Germany, India, Brazil, Purple, Green, White, Parrot, Eagle, Robin, London, Berlin, Toronto","India, Robin, Green, White, Parrot, Toronto, London",7,"Parrot, Falcon, Pink",3,0.89
93,6,"Germany, India, Brazil, Purple, Green, White, Parrot, Eagle, Robin, London, Berlin, Toronto","Eagle, Robin, Berlin, Brazil, Toronto, Purple, Germany, White, India, Parrot",10,Paris,1,0.14
94,1,"Japan, France, Italy, Pink, Green, Yellow, Peacock, Owl, Eagle, Dubai, Tokyo, Rome","Yellow, Pink, Eagle, Tokyo, Owl, Italy, Japan, France, Rome, Dubai, Peacock",11,,0,0.46
94,2,"Japan, France, Italy, Pink, Green, Yellow, Peacock, Owl, Eagle, Dubai, Tokyo, Rome","Tokyo, France, Pink, Yellow, Rome, Owl, Italy",7,Brazil,1,0.41
94,3,"Japan, France, Italy, Pink, Green, Yellow, Peacock, Owl, Eagle, Dubai, Tokyo, Rome","Tokyo, Rome, France, Japan, Eagle, Peacock, Pink, Italy, Yellow, Owl",10,Mexico,1,0.59
94,4,"Japan, France, Italy, Pink, Green, Yellow, Peacock, Owl, Eagle, Dubai, Tokyo, Rome","Italy, Tokyo, Yellow, Owl, Dubai, Pink, France, Rome, Peacock, Japan, Green",11,Sparrow,1,0.26
94,5,"Japan, France, Italy, Pink, Green, Yellow, Peacock, Owl, Eagle, Dubai, Tokyo, Rome","Italy, France, Tokyo, Yellow, Dubai, Green, Japan, Pink, Peacock, Owl",10,Penguin,1,0.96
94,6,"Japan, France, Italy, Pink, Green, Yellow, Peacock, Owl, Eagle, Dubai, Tokyo, Rome","Pink, Dubai, Owl, Green, Tokyo, Japan",6,Green,1,0.52
95,1,"Italy, Spain, Brazil, Pink, White, Purple, Parrot, Pigeon, Penguin, Sydney, Paris, Toronto","Spain, Toronto, Pigeon, Sydney, Italy, White, Pink, Paris, Penguin",9,,0,0.81
95,2,"Italy, Spain, Brazil, Pink, White, Purple, Parrot, Pigeon, Penguin, Sydney, Paris, Toronto","Pigeon, Purple, Paris, Sydney, Toronto, Pink, White, Brazil, Spain",9,"India, Toronto",2,0.95
95,3,"Italy, Spain, Brazil, Pink, White, Purple, Parrot, Pigeon, Penguin, Sydney, Paris, Toronto","Spain, Toronto, Pigeon, Brazil, Italy, Sydney, White",7,Owl,1,0.19
95,4,"Italy, Spain, Brazil, Pink, White, Purple, Parrot, Pigeon, Penguin, Sydney, Paris, Toronto","Parrot, Penguin, Pigeon, Sydney, White, Italy, Paris",7,"Penguin, Germany, Italy",3,0.09
95,5,"Italy, Spain, Brazil, Pink, White, Purple, Parrot, Pigeon, Penguin, Sydney, Paris, Toronto","Pigeon, Sydney, Purple, Toronto, White, Paris",6,"Falcon, Yellow",2,0.47
95,6,"Italy, Spain, Brazil, Pink, White, Purple, Parrot, Pigeon, Penguin, Sydney, Paris, Toronto","Sydney, Toronto, Italy, Spain, Penguin, Brazil, Pink",7,"Rome, Falcon",2,0.08
96,1,"Canada, Germany, Mexico, White, Blue, Pink, Eagle, Pigeon, Owl, Paris, Tokyo, Sydney","Canada, Eagle, Tokyo, Paris, Pink, Sydney, Blue, Owl, White, Pigeon, Mexico",11,,0,0.63
96,2,"Canada, Germany, Mexico, White, Blue, Pink, Eagle, Pigeon, Owl, Paris, Tokyo, Sydney","Germany, Canada, Sydney, Blue, Paris, Mexico, White, Pigeon, Owl",9,"New York, Tokyo, Toronto",3,0.8
96,3,"Canada, Germany, Mexico, White, Blue, Pink, Eagle, Pigeon, Owl, Paris, Tokyo, Sydney","Eagle, Mexico, Sydney, Canada, Pigeon, Tokyo, Owl, Paris, Pink, White, Germany",11,"Parrot, Purple",2,0.07
96,4,"Canada, Germany, Mexico, White, Blue, Pink, Eagle, Pigeon, Owl, Paris, Tokyo, Sydney","Canada, Tokyo, Owl, Mexico, Blue, Pink, Paris, Pigeon",8,,0,0.67
96,5,"Canada, Germany, Mexico, White, Blue, Pink, Eagle, Pigeon, Owl, Paris, Tokyo, Sydney","Mexico, Owl, Paris, Tokyo, Eagle, Sydney, Pink, Germany, White, Blue, Canada",11,Green,1,0.78
96,6,"Canada, Germany, Mexico, White, Blue, Pink, Eagle, Pigeon, Owl, Paris, Tokyo, Sydney","White, Blue, Mexico, Tokyo, Pigeon, Paris",6,Japan,1,0.31
97,1,"Japan, Canada, Brazil, White, Red, Pink, Hawk, Robin, Eagle, Rome, Tokyo, Berlin","Robin, Rome, White, Canada, Japan, Pink, Hawk, Tokyo",8,Orange,1,0.65
97,2,"Japan, Canada, Brazil, White, Red, Pink, Hawk, Robin, Eagle, Rome, Tokyo, Berlin","Red, Rome, Robin, Eagle, White, Hawk, Tokyo, Canada, Pink, Berlin",10,Hawk,1,0.35
97,3,"Japan, Canada, Brazil, White, Red, Pink, Hawk, Robin, Eagle, Rome, Tokyo, Berlin","Eagle, Red, Robin, Brazil, White, Japan, Canada, Rome",8,,0,0.81
97,4,"Japan, Canada, Brazil, White, Red, Pink, Hawk, Robin, Eagle, Rome, Tokyo, Berlin","Tokyo, Robin, Canada, Pink, Japan, Eagle, Red, Berlin",8,"Pigeon, Tokyo",2,0.14
97,5,"Japan, Canada, Brazil, White, Red, Pink, Hawk, Robin, Eagle, Rome, Tokyo, Berlin","Robin, Canada, Red, Berlin, Tokyo, Eagle, Brazil, Pink",8,"Eagle, Germany",2,0.68
97,6,"Japan, Canada, Brazil, White, Red, Pink, Hawk, Robin, Eagle, Rome, Tokyo, Berlin","Eagle, Canada, Robin, White, Red, Japan",6,Germany,1,0.05
98,1,"China, Japan, Canada, Purple, Pink, Brown, Hawk, Eagle, Falcon, Sydney, Rome, Paris","Sydney, Paris, Canada, Hawk, Rome, China, Brown, Falcon, Eagle, Pink, Japan",11,"Blue, Orange, Brown",3,0.68
98,2,"China, Japan, Canada, Purple, Pink, Brown, Hawk, Eagle, Falcon, Sydney, Rome, Paris","Sydney, China, Paris, Canada, Japan, Pink, Hawk",7,,0,0.85
98,3,"China, Japan, Canada, Purple, Pink, Brown, Hawk, Eagle, Falcon, Sydney, Rome, Paris","Paris, Falcon, Canada, Eagle, Rome, Hawk, Pink, Purple",8,Cairo,1,0.04
98,4,"China, Japan, Canada, Purple, Pink, Brown, Hawk, Eagle, Falcon, Sydney, Rome, Paris","Japan, Pink, Rome, Canada, Falcon, Brown, Sydney, Purple, Hawk, China, Eagle",11,"Spain, Mexico",2,0.43
98,5,"China, Japan, Canada, Purple, Pink, Brown, Hawk, Eagle, Falcon, Sydney, Rome, Paris","Falcon, Eagle, China, Japan, Rome, Canada, Pink, Brown, Hawk, Purple",10,"Penguin, Eagle, Pigeon",3,0.52
98,6,"China, Japan, Canada, Purple, Pink, Brown, Hawk, Eagle, Falcon, Sydney, Rome, Paris","Brown, Hawk, Canada, Rome, Paris, Purple, China, Japan, Pink, Eagle, Falcon",11,,0,0.69
99,1,"Italy, Spain, Brazil, Black, Red, Yellow, Penguin, Hawk, Owl, Berlin, Sydney, Tokyo","Italy, Yellow, Hawk, Owl, Brazil, Spain, Berlin, Red, Black, Penguin, Sydney, Tokyo",12,China,1,0.91
99,2,"Italy, Spain, Brazil, Black, Red, Yellow, Penguin, Hawk, Owl, Berlin, Sydney, Tokyo","Black, Sydney, Spain, Tokyo, Berlin, Owl, Brazil, Italy",8,"Robin, White",2,0.12
99,3,"Italy, Spain, Brazil, Black, Red, Yellow, Penguin, Hawk, Owl, Berlin, Sydney, Tokyo","Berlin, Red, Brazil, Yellow, Hawk, Italy",6,"Brazil, Peacock",2,0.34
99,4,"Italy, Spain, Brazil, Black, Red, Yellow, Penguin, Hawk, Owl, Berlin, Sydney, Tokyo","Italy, Tokyo, Red, Yellow, Penguin, Hawk, Berlin, Black, Spain",9,"Cairo, Falcon",2,0.33
99,5,"Italy, Spain, Brazil, Black, Red, Yellow, Penguin, Hawk, Owl, Berlin, Sydney, Tokyo","Sydney, Tokyo, Spain, Berlin, Hawk, Penguin, Brazil, Italy, Red, Yellow",10,Canada,1,0.43
99,6,"Italy, Spain, Brazil, Black, Red, Yellow, Penguin, Hawk, Owl, Berlin, Sydney, Tokyo","Italy, Owl, Sydney, Spain, Black, Hawk, Tokyo, Penguin, Yellow",9,Spain,1,0.59
100,1,"Brazil, India, Canada, Black, Yellow, Blue, Peacock, Owl, Hawk, Berlin, Rome, Cairo","India, Peacock, Blue, Black, Canada, Brazil, Berlin, Hawk",8,"Paris, Berlin, Peacock",3,0.68
100,2,"Brazil, India, Canada, Black, Yellow, Blue, Peacock, Owl, Hawk, Berlin, Rome, Cairo","India, Rome, Cairo, Brazil, Canada, Owl, Yellow, Peacock, Black",9,,0,0.87
100,3,"Brazil, India, Canada, Black, Yellow, Blue, Peacock, Owl, Hawk, Berlin, Rome, Cairo","Owl, Peacock, Blue, Yellow, Canada, Brazil, India, Berlin, Cairo, Rome",10,Robin,1,0.59
100,4,"Brazil, India, Canada, Black, Yellow, Blue, Peacock, Owl, Hawk, Berlin, Rome, Cairo","Brazil, Cairo, Canada, Peacock, Hawk, Berlin, India",7,Japan,1,0.66
100,5,"Brazil, India, Canada, Black, Yellow, Blue, Peacock, Owl, Hawk, Berlin, Rome, Cairo","Yellow, Canada, Blue, Black, Berlin, Brazil, Rome, Owl, Peacock, Cairo",10,,0,0.35
100,6,"Brazil, India, Canada, Black, Yellow, Blue, Peacock, Owl, Hawk, Berlin, Rome, Cairo","Yellow, Peacock, Owl, Cairo, Rome, Brazil, Hawk, Berlin, Black",9,,0,0.45
